name,description,coordinates,image_url,category,country,city,address,rating
Walls of Cartagena,OPERATIONAL,"10.4295968,-75.54492069999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z4e5FGqOd-w8lgpNSj0cZ_MsUv1DS6ZRSM66JLUNVLCFKYVFqOo4faG000Nv7Ul4-et90VnLYzeLBeMcO5F4X2-kB4LzLcpK8Z-g6CR_Y1HqsakbaWWKWaCP-1dWb6lzcJSw4lm8wbJaKIw4Lp_xjOriS6K0GgALKTFmtvI9gf_mxx&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Colombia,Provincia de Cartagena,"Cl. de la Serrezuela, San Diego, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",4.8
Huangshan Mountain,OPERATIONAL,"30.144661,118.160062",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yxJ4jfIBwWSIXA6ti-JuGphaAINcZ49dv8PbdCY5E3BLhubXwO1OzBP076E8EyqDYlrzzQc0JP57843S129le802rZ94bekyFQh1I1IllAU2X4-2qvmq7taN4tdC_hOHWSJDxarZgCpf7ZYj8UM6Rsg0WVScI4u9P2Le7ZINbK6u8Z&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",245801,Anhui,"45V6+V27, Huangshan District, Huangshan City, Anhui, China, 245801",4.7
Al Masjid an Nabawi,OPERATIONAL,"24.4676439,39.6111049",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zvk0_gvg2jGsojkM4ZamBgzP5p7__rufarpYTrNR5luGopM1gSx58iGJCpFBI9XMA0tUaDzxjKR5Jv2IS4tdHAUmAOtwAsh95J04t4b7-7tIw1iPBjvXXAL6WFSuKTD3etNVtJyH73v1mDGM5WzR9HaUgSdvxFXCbZ5ygNLAwM7lKv&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment",Saudi Arabia,Al Haram,"Al Haram, Madinah 42311, Saudi Arabia",4.9
Fortress Hohensalzburg,OPERATIONAL,"47.79494829999999,13.0476583",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wbRYqFIgxqU4H7g-_gqiwDLR0_lrFGD68uAwnaqYpZ84wjvK66V8r4aQ5cT5mLxNj4sOSR_NDpg9a3S3BYI8YRI7wrXlcC5JdttO1eymGDnzrxP45yGYW3Zr1Lg4sarvJV8OHL0JAALtAcKWU69QXd2KdBc8BTXF4cVSaqBcfLTlaX&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Austria,Mönchsberg 34,"Mönchsberg 34, 5020 Salzburg, Austria",4.6
Leshan Giant Buddha,OPERATIONAL,"29.5441309,103.7715369",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yME4rc6V92i_qjee5q2pryVrNnrLyGIubDYgj76orHKo-Eg7T477L_mGNBcdh008Igsk0bfyOgRnOP1lEFzusOEwl4GU3356G1cLUTseeQgQfH5kHaOBQcERN00CTIBBg59j_qhxRnU_8kiiQw22MbgvDaW0XpekJiWN-bjDj0vn6g&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",614099,Sichuan,"2345 Lingyun Rd, Shizhong District, Leshan, Leshan, Sichuan, China, 614099",4.6
Baiterek,OPERATIONAL,"51.12831600000001,71.4305155",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zWc6ShpNnXYOdtxRUcIg8xb9JQMmvjCDBM2zRFlypcf-Bmef4t64KEGpQY9WTSHu4ZxNfWSkgDU-E5qj8TYpFgm-gHsdGB3k9g8nvfNlLz-zdwldGVHQjMzbvXOj45Z3aZitkZ3GgZ8z6xTHnR5r-J09YkPyXYwsFY1YD6CvJnVCkl&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Kazakhstan,4CHJ+86C,"4CHJ+86C, Astana 01000, Kazakhstan",4.6
Cathedral of Notre-Dame of Reims,OPERATIONAL,"49.253828,4.0340474",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wc37wI1SIMkPMSuC-0eHWEn2XBxGaCp4uAfyb88g-vM0Vpm6wf948ypWKHKDl3L8bGXBQ2XowND7-_Nl1EAF1wLVLAyjzfijgKb4t7at9Zz5T0ilTyQsckC-zJ3OGDu4vcxykY7n0SqKopmf1_0O-yw9aQs124JcHh7UA02xKBjR5i&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",France,Pl. du Cardinal Luçon,"Pl. du Cardinal Luçon, 51100 Reims, France",4.7
Bukchon Hanok Village,OPERATIONAL,"37.5814696,126.9849519",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zL_CeeBrELXGNhBapj8AO1G19kIK9DGjR7yB_Ie1WmBG6YqNYqdVSxaNcqjUBaCKB-2bSSwn6AS5KFhqNGexPu8GdSI0YxVWtyEXT95WG8YYE7A1IRZFQRZgKeSJd5nlBEZ9bRp6VH3Vh1yEAMZZwF3DCZg9GzzkybfdQ5ttZx1qXP&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"landmark, tourist_attraction, point_of_interest, establishment",South Korea,Jongno District,"Gyedong-gil, Jongno District, Seoul, South Korea",4.4
Karnak,OPERATIONAL,"25.7188346,32.6572703",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zu5yoCJY36Ah_3XnFrB7dfFU7-fp1JFAZuZvIxDaIdOYrDnN1BwZAF60RAiX5bfT_W9bbFshr8Og3pIB2VI85Yu-VrulBjouKiBO795rkaZuUv8NI5mGazi8CXQnx2B3IITiIZOZqxP_PWUMQL8jypNKyt9FLmoTAVb67OCN1QD4kK&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Egypt,Luxor,"Karnak, Luxor, Luxor Governorate, Egypt",4.8
Palace of Parliament,OPERATIONAL,"44.4275035,26.0873506",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zackGfblUngVg-_sx6KM_rP1urhBowOMwt-vgABSU64jLSUmLBEOdhgTLszfrOwEOZZrqb93H2iK2DARXXpY3YzFPk0QlXwgWT_lHIefttdSOgPl6swJWhoNXDic4EBxU-lN8bZshxKow0e5dkOrrMaOJa8O34-0KE861x6NigoUVG&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Romania,Strada Izvor 2-4,"Strada Izvor 2-4, București, Romania",4.4
Museum of Islamic Art,OPERATIONAL,"25.2953759,51.5394407",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x4idUtsBOlwMvemr9I3dxutzDRm997-Udh03fQ4fxMKIe6io29U9IHIUcUOoWlgu7zi8m8v4KG0dmTOUY1iu88dIxFHOJS5_e3ZFZ-1Jqjv_Q1jHmU4nLywO01zE5I-EpI8wm10QusSrWD1KMKcfDAuzuaeHx43Af34Yra_mWdsGFx&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Qatar,,"Doha, Qatar",4.7
Windsor Castle Quadrangle,OPERATIONAL,"51.4837909,-0.6029424999999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yC1KcJVf2QAG8i0Qitc8eyJQtiZt7MCI8GAFtNc32-jbNSchLcYZra6kHKN0CjfQuAXn0DmFX-QKHi_CxtMo5Fups4Ksgu37Cpl42qQrF46d9sbF6GFl71x7XEjyIlLS0RrH6xGUfrIxtLuVaoyRsB6UtJ4CVNlyaiWez7nIksBGgX&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",United Kingdom,London,"27-29 Crawford Pl, London, Windsor SL4 1NJ, United Kingdom",4.6
Rila Monastery,OPERATIONAL,"42.1334828,23.3401919",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y8HMonVjWPTeBNNRTIGFVP-J5Vy-AmkQDHZAYVhr7gdogaMM6gu-wHMRmV8UCqWkDXBs7bQbHIwR5qsbouJe_YilEnBr4kWog6HrC4oyHFYDwHTpBzccPmg69fMOMnHQWqwH4IbgvvHLdSgwm-jO4B-MT8k0s3iasmiCk0WmcK0YWk&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bulgaria,,"2643 Рилски манастир, Bulgaria",4.8
Mosque-Cathedral Monumental Site of Córdoba,OPERATIONAL,"37.8789056,-4.7793869",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yGd1DIZ6s_Naar_2IXurUJNOCM3GUK5wIoxesarASduNAfl763qBqKWdn0CWebaCBUv2nKHrLYFZUaRIdh45cAXy4CFskxipWce_vLWGfrz781bDGHglWNT2EMAbMsQNj9IpnzMZentYFu5FWAM4yDGbT-jGR_8PqbSHkgDBiRgTSg&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"place_of_worship, mosque, tourist_attraction, church, point_of_interest, establishment",Spain,Centro,"C. Cardenal Herrero, º 1, Centro, 14003 Córdoba, Spain",4.8
Mala Osojnica,OPERATIONAL,"46.35692900000001,14.0823628",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xTLip3ar-RZwutbja0CMTldBU5djQGNu44fOFcdy9v6Qt40qEjDbeCKa6BsGksm6dc9KglfTHA40FCR0oDc3mYxfYr8jPJeAMk2Ej4n1wheu2UkH5pAqtl0EF3AOS8tusdPGRcjFynAEzHLp8WJB6dgTmX0rlIOyjTNdL3Tqb7UVjR&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Slovenia,Ljubljanska cesta 8,"Ljubljanska cesta 8, 4260 Bled, Slovenia",4.8
Ksar Aït-Ben-Haddou,OPERATIONAL,"31.0467029,-7.129539299999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wOSNYVbxvraEQM0cpsdW2RWkueFZH-cIB0gYpiJdv8dY_9D-Q0ORACSfAWRHs6Mgap5GEA4oCJa2n4SEwHnIsY6dkie5M_3ynZbyRBcY8WahkMW_ZhtbqBT8l8qOuxyBI1bF5Mr_5UKj8JSpAAGoB5y4ZLMBjzm97X6W6ffYIVSXH3&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Morocco,,"Aït Benhaddou, Morocco",4.6
Hrad Devín,OPERATIONAL,"48.1738436,16.9785856",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w1bl-IP46qyvq5eyagxuIttUQ4KVOxeSHzTuK_3DVSx-Tizz15buz8iUv9uzXa3BtvhGeYiowDLPMLHhiN5_Oimx3kPHMjX6Kp-gGfXRtIkOVGFcCsHseEPa3pt0g_vem6Bphtovhe5bVm8wXe2lrRl6OStBM-2J9l_rrRn2YBwDQf&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Slovakia,Muránská 1050,"10, Muránská 1050, 841 10 Bratislava-Devín, Slovakia",4.7
Pyramids of Meroë West,OPERATIONAL,"16.9329355,33.728895",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zFlQCM-tc4gNxZdJ1s4aKQw5wPDwSBsXbwXs1bIRuqf8TYbBTA6TVGZnJiaKrNXlMlm3g82HT1AoWDoQLhPY7J0QFuirhI1Wg4yS8kQ3SjEh01s7xcpgZqND_-MbcS84b64gtGkjDkCv4cVtjXyu3oR6jt7BNZ2yGs_zvQclBobT89&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Sudan,WPMH+5HC,"WPMH+5HC, Kabushiya, Sudan",4.6
Fisherman's Bastion,OPERATIONAL,"47.5021827,19.0347812",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zZxPFwzQvuYPMM-QeYB4YVGaSZL5kEYstf3i6IYMgFrNurX8gMlBS7bp1mNXrb6gfC7AN9c9GMaisUPOXZHLQDCq6VeK87g_9auUd9Rw8aP0JXu5UbMSbTiNte2YLlLCeLqEF9K4kOvYsSrM8FViTU54NeEcFf3VjIUcZzIma9pkPB&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",1014 Hungary,,"Budapest, 1014 Hungary",4.8
Robben Island Museum,OPERATIONAL,"-33.7997539,18.3722834",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y9cD7nk9uxM3ZanbY-lWlsoZVqfsBQ2qUozI6KpQyyp-F8-NSKynlqzpc0PZRq_iZPeV_Q_owsalYcyoTRq1PK1mKtx0GzcVFJq5IEGUTSqh0-i3IDn85JyOMxwATDdF11mn0ItYcYYGA8E5uJji02pF2ss--Kj0on2YgAkbHW8nti&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",South Africa,Cape Town,"Robben Island, Cape Town, 7400, South Africa",4.5
Patriarchal Cathedral St. Alexander Nevsky,OPERATIONAL,"42.6958847,23.3328704",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y9v5P7wn0zkNbp44zrTKYScfLeQjKElLTjDEKeiIcXUOcOERodjUc7I9GYRtxsmotVBhIDoBtoKKVoj20dZnxYhmQy-q4-6yQx-g7zg_Gtj-OlhwsYSbRFwJ_5SPMzTSJf05UUX43iUFYX5Sd1GzhtSD-XQ8_YuXl7TaJACqny4kmM&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Bulgaria,"pl. ""Sveti Aleksandar Nevski""","Sofia Center, pl. ""Sveti Aleksandar Nevski"", 1000 Sofia, Bulgaria",4.7
Tulum,OPERATIONAL,"20.2149504,-87.4294212",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z-5-PNbZDMCPoeDaOpCt5HbaAxdMOnaHM8HW-QChdU6-ZsUDAYLTWZdjhf3cHLEjj4-r-1tqGri8So77hDQMpzx2bazsAMjX76otIIzj-6NF_vEzGZ8OU3sFs0uoGaIThtdaModqLZcnwM8X_g1r81X6ug4wHEsuEuYNsC5wG9Qo63&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Mexico,77765 Tulum,"Zona Hotelera Tulum, 77765 Tulum, Quintana Roo, Mexico",4.7
Willis Tower,OPERATIONAL,"41.8788764,-87.6359149",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xSvMGxP7opU3QM9LaqFbOQ_zMSBP2EPE0XpCIq1Z28YIaXPA9Bvdmv3I-IezBOzSkNJNqAGMfYMKHUco1OZtcuAz3408K4W0VRUx49SYKaaEKo8aVoEBIci1ZEYFAZemMnAGqIJcXskn4Ye5rQ8GVFbibxQ9jG_DhVn7hw8UNnq3GH&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United States,Chicago,"233 S Wacker Dr, Chicago, IL 60606, United States",4.5
Columbus Park,OPERATIONAL,"18.4735386,-69.88401069999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x8BQrYb0_i5XejTCGTttnGNfUzgDJNXGQaoOPis5_w1ZmcGVuRVgvUVImvbMhlMDFQQpZ92-rCgkre_3c-lBZDZYX9nDPvpDL3bBWV-57nhY4L5IlvbpPkzO4IpawUOT4RJlj8TADURrBKlKZUIU-oX6ckke26wyTq65U1OOKdPbxa&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Dominican Republic,C. Isabel La Católica,"F4F8+C99, C. Isabel La Católica, Santo Domingo 10210, Dominican Republic",4.7
Kalemegdan,OPERATIONAL,"44.8222662,20.4508992",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xnSlIPkBz-dGRuKc16YDKxarwMzLhL-5Qj6T4sgBurw_5Jyr7R0D6rnTvatvbaB6sxhFfbSq3ozMnfvfDQU_8fWx0N-hxASgAuUqOa8N7QjTTYgb93RSslF_O9AxBMLI0aXE_RDN0mDogc2Mcx9R9mOXUnF7u18b9RMfWQRsGDSwS1&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Serbia,Kalemegdan bb 11000,"Kalemegdan bb 11000, Beograd, Serbia",4.8
Shwedagon Pagoda,OPERATIONAL,"16.7983725,96.1495573",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y2VOFxDEmZGkSMj_OB2lULfNk4VO31S7CrwShIvRdu1QZym5xNk7UPqg8_6cjzELaqeCjO_32qW-F2j9b9ZE2ihwaxNOEaLOq-ZqVm4R-hIKIAlC_76N_5woEf7V7C1BVNjGXVsEkB3xTyMP2R0p8FuvgVIXOu2q5KkMRWLaeZPu_P&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Myanmar (Burma),,"Yangon, Myanmar (Burma)",4.7
House of Slaves,OPERATIONAL,"14.667622,-17.3972958",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wstHTT3M4W4ynzjlbJIGso68p7NsJ4Pn__jKqscVsuj5gYCAM0b7VEZ_Qmw_HQbZLmtxiOcJOQJF0p_dOfHjQ7t-8Ub_YfJI3uJn0APCsBm9Xzh_EXE3sSpr47oyfSWOiqx42hmvs2sbu8e2vNjf-f-4Ra2oPriOLjtzNHfb3OJz5n&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, tourist_attraction, point_of_interest, establishment",Senegal,,"Dakar, Senegal",4.4
Sugarloaf Mountain Natural Landmark,OPERATIONAL,"39.2602114,-77.39755850000002",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yN1JoV1FhdNeH09XTUV7p0HfGVKWt32Bl1a5klhjBU0avbATWJrjRBixuD1NAVOSoF01XGUoicUFPvpNzULRbE5FaLOwJMDiAId7vh9lHjOHDyjr5PIbrOl4xSFsi90jz2GyTBAZCWnErT2Fl6OKYgWhRuB8eDpAaG5wP0bGRGFyHf&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"park, point_of_interest, establishment",United States,Dickerson,"Dickerson, MD 20842, United States",4.9
Sigiriya,OPERATIONAL,"7.957032699999999,80.760257",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wiG8AOnMbn-R-bTWFWewu8k9Y_yTC8riG9wcUDc8AlGmALdLrdYG17VA0z8d4NQrnPkTBsiOB6oj_kJw5ghNVeYYCZfP8H9oldNgBrxvjCWVCJH84B55zPOUVs3K-XGKLpC_Yo3FYPR3zottLDQa6gsStQnQ8WkNTWRuOVHE1SyU43&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Sri Lanka,,"Sigiriya, Sri Lanka",4.7
Wat Mahathat,OPERATIONAL,"14.3569443,100.5675112",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zNcIHblhAYg-_tzP0lIed370bZdy8jNxc_-wm_wBW7a5sHMq2zWxxSxV7aeldGeStLpP5bFHBm2whasvoH3B76Y5Mh-tVqrIF4rQS2Puq6-jYqyWoY1LUfVSqcy0YOJ4Qy_DYe6511EHt_LKWDwExKjmskDgf-GFCzRazqjtqc5d9Z&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Thailand,Phra Nakhon Si Ayutthaya District,"Tha Wasukri, Phra Nakhon Si Ayutthaya District, Phra Nakhon Si Ayutthaya 13000, Thailand",4.7
