name,description,coordinates,image_url,category,country,city,address,rating
Empire State Building,OPERATIONAL,"40.7484405,-73.98566439999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xdUlEpP-M9EDsrVXRZGXeBwInMlGztpkeS64Tq40pUTA_W5YC4oAVJ6jkbQUNT_4V2jK6pKlHhX5ao822nISiAUuAqezAoVktFTlVZbqotrgzUjb1WASfXn_P6Ge-ubGtxDvrAItkJtoCu1eaNSSti4v_IozTRQ3u34KPloAusQj0V&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",United States,New York,"20 W 34th St., New York, NY 10001, United States",4.7
Newgrange,OPERATIONAL,"53.69471189999999,-6.4754917",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x3GqtR_zSb0KZrH8WRIYcy7W6caAweX-kMbeMLo7RDjHazkxtRHSA2fgjz70xGgtgWQoXF3DlXP5TK6CBYuDbDtjn-Z7KODiYg-WX9FGmZuOl78au9ClBTNouY3lw1ArCdi6R3CUwKPpeqKOSMtxHc_Vtwy_Ry2pCnDOo5zppJcxr9&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Ireland,Donore,"Newgrange, Donore, Co. Meath, Ireland",4.6
The Palace Museum,OPERATIONAL,"39.9163447,116.3971546",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zTtCVU43OlS5Jq4zUQrrEEdSr2HA8iWpQH4wf2KQqbLTq4BuN1XXxZ2HGAlylQsCi7BPR7w29yxFyMpGC0bk76kh6eNK4wjhPJvXlGUqaseVGyEM2B_SdIaWvNGlS_0rHb4dBmDnC3_QFAR93Z1arC2XM58A9qwGx1Xw3cgTS9TUEl&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",100009,Beijing,"4 Jingshan Front St, Dongcheng, Beijing, China, 100009",4.6
Viaduc de Millau,OPERATIONAL,"44.0774541,3.0228388",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yjZIH6nczJjAdcpZHeb5XGhd1CjW-BVBe5fvs1-OwjcDoP9QFYo0K-ZRdllMMGQsDh3LFbbT0uQvCHJQ882nmxNujgVdfpw2RDU-xmQfKWHvqa1JQ7SbFTaKKWw41hFV8Je11Jiw3IMQmYoKyrGrPSwo27E-aWPl2xqM5JIXIOs1A7&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",France,Viaduc de Millau,"Viaduc de Millau, 12400 Millau, France",4.6
Sphinx,OPERATIONAL,"45.4083125,25.4703125",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ykvDyxIhMNl6DRC7hCOpJmSlhab9fEdxHsHgHg3mla88o1IINKRotD_evAHbgkS9UNImNV9WxZZqUiUKlDq24UdelGHCkJY6tZLdNOVMJf8ZIUS4swv9dZEJCVev9S_nmYPA36b4eg9_r-tADrCZ9gbsueHz6PfbeNUggokei8zU2p&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Romania,,"8GQ7CF5C+84, Romania",4.8
"Faisal Mosque, Islamabad",OPERATIONAL,"33.7295722,73.0368415",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zM8KeaJLM4U-PTPKhWDKgBGN4Mi23uach1Wk5dQctW3k-WPmPNX7vFpRerUiEsdhfLJ3JdRFugPeQCLH0UTslXtEC6J2CjFGiUUtgFQXxz8bsgO3E2lcqZIZaU8wBi51WUyxd2nUKaFMm68bdQq-TsJP8k4KY7e4uKK1TOF3GWvvBU&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment",Pakistan,Islamabad,"Shah Faisal Ave, E-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",4.8
Andrew Jackson’s Hermitage,OPERATIONAL,"36.2137573,-86.61530970000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ygnjgT46m_kJJOzjB9Q89d6KnVKbHmZpUwqWHAJlVxJlEDKIdWiCMj_MU5R3qe3P2Nnj1GGjNCQOWJE_6dtrR_EUyweMviiWcm6AWxP2ZL-DMYaA85-141J-sd-_N9cao9LAahwO9DxE1kn8KQcMvR_T3n-uureUdXJYJa_b819NqA&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",United States,Hermitage,"4580 Rachels Ln, Hermitage, TN 37076, United States",4.7
Konark Sun Temple,OPERATIONAL,"19.8875953,86.0945364",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xYW0g0mTIOkX-P68ppKbk8oTbLPG9rrEgZB9aA6vUpOqqj8eTstnb32Uwomi2zO6TeiC3-YM3WFdZw-C3SjqEf2nv0QZWkEq5OKph0kY7_AAwESx6U2dVZZtIepyZeLbFkT9pi0MzR13XyicUcl1DO-mk0Cp-pb4gokTzyN-oMG1Av&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",India,Konark,"Konark, Odisha 752111, India",4.7
Berlin Cathedral,OPERATIONAL,"52.5190608,13.401078",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zxuvKEwH5jQN_GYge1lSzJx2_3dZsPYPHj68YSIz6_3UU38DtZ3DEkPfXaNziWifUmXcV6tzAp51Wu7AdPwO7H0tWnvC8yTKa3cKChZXG0KTr_cNfd6tiGN5kp-QMIsAkX5Tw6D96t2j5U2sePj_oQUOE_ap7S7Yqy6WXq5op3AcCV&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Germany,Am Lustgarten,"Am Lustgarten, 10178 Berlin, Germany",4.6
Luxor Temple,OPERATIONAL,"25.699502,32.6390509",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zu4ibL349OzW4lORyNOjoP5ESj1naWEULoLVV-3oUXQWPb1iBP-N02CF49Z-A86zdi3MD3ZttBckutQzSOZI25IuOSC1MEZGPzidxi6dMAlc8--bPdHgwCnNms618V2_1pyiiRm2MJmhvi0IE5Cx0Jsm9rNXbx8y9pMwX77SikkFTv&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Egypt,Luxor,"Luxor City, Luxor, Luxor Governorate 1362501, Egypt",4.8
Archaeological Park of Pompeii,OPERATIONAL,"40.7512189,14.4886761",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ztS2fC_ijEbdJXSgKpXzVMQPcdCLjfKn0jwM7mw9HZAWoOuUx5dfauC10Sla9Zf0R2fTmPtX7qCjKpeq13z5SkcLFhsh-DT8XuUmoqIxPpfvpYILN2BN8wX_41h43BmkiY30HtnDx0Sy34rLAz1zvcyuS1ywk5cdYDv4KoDhrSO1-C&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Italy,80045 Pompei,"80045 Pompei, Metropolitan City of Naples, Italy",4.7
Louvre Pyramid,OPERATIONAL,"48.8610135,2.3358583",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zzO1MldqCkpsZcBIgxQRxTNUWNtkB9TGwmOJh35kT87n3rewn3Xct4bqUH6PJlxk7NJXRP5q5wQSbV4KyGMNgStDwxyWq7sfRQR3Pl3vQafHfRoNKUaq1gGVBm1Mw4-89Fn9ZYuJrIe8l2J9fPL5Y4qMXZptUYcD_2229zZg32dXD7&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",France,,"75001 Paris, France",4.7
Angel Falls,OPERATIONAL,"5.9701156,-62.53621649999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y7Lx368JkfXpDH-GpWNEyM4xFE-4X40y4s4bQZe3OoDdxRKo8NviZRlpPrUEkgvbhT44X5gGTEdGpBCJFe9kHZuvwkPMXSGSmzOeV-zNhyEM9kKVrYtsSldaeX3Ojd5rpqA9KhZAc85fjDVeU0tB5cP4jwodXjZOBll5lqBHVcIRmK&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"travel_agency, park, point_of_interest, establishment",Venezuela,Canaima 8001,"Parque Nacional Canaima, Canaima 8001, Bolívar, Venezuela",4.7
Twyfelfontein or /Ui-//aes,OPERATIONAL,"-20.5904535,14.3720279",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ygLzw1icE0lNwn08U_mqlLcBGWalhm_KoZgbNFKmFwZCql_BXy8wJZSBricITOEyp3Vkvj_QZ-rwFhUTeMORewdhkREyOzvKn8jUDHpYVi_UL0YlQ0HW8-Mg8Zj9PbY8cmzI3p7eWdSEp_Eo1rd9ZkAEa4s16wPrS89mo0_7ODk9xu&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Namibia,C95C+RR6,"C95C+RR6, D3214, Namibia",3.9
Al Masjid an Nabawi,OPERATIONAL,"24.4676439,39.6111049",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w9cQ5V0ryTz4IFAV2e_A3ogl3ylJja8hsDIQoPMdKrJTSYXJeFCeQxKm1z5qJwpJmfN9bVOAkjkFk_o9boON07jmgDDFI5rPiTTDXIBezqXbLzk5Zj4gcFdj77jIf1tIub1h1544QpWwnC7khMgZpflcOGxq20exot3foukLVVP6JJ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment",Saudi Arabia,Al Haram,"Al Haram, Madinah 42311, Saudi Arabia",4.9
Tower Bridge,OPERATIONAL,"51.5054564,-0.07535649999999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zH4ZkjDGwpT1cfYzN84xreHSaL4_Spj_65h12nDdV0k0ubp9wagZl2o9GuVzDkDYeS_eBTHL20XTmHiIMaVXOP4sJpeFbQZXtcdjPG6039mBiGB3qF8HA5yLN49S3ecReyxrGKrxveGEqwEqSqsN2CsaJbFjWtwqkouhaGoR27B5Oy&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",United Kingdom,Tower Bridge Rd,"Tower Bridge Rd, London SE1 2UP, United Kingdom",4.8
Normandy American Cemetery,OPERATIONAL,"49.3592091,-0.8554058999999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w8iCyEJTmQFovGbLC9Umyi6mG1AZWWeV8Nx9CHbMHTTHzINgsQ-CbIWB3HqZh3CeWQ3s8JzbhN60yshmX1TMKpc3xYPWcMU7b3USkkyXpZVhuJgstxT39WERv7qwkGlaPv5W4pEP8qjT9GxmvkHIiDw9wpndFBb_TGpqsA4T2j-ecK&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, cemetery, church, place_of_worship, park, point_of_interest, establishment",France,Rte du Cimetiere Americain,"Rte du Cimetiere Americain, 14710 Colleville-sur-Mer, France",4.8
Basilique du Sacré-Cœur de Montmartre,OPERATIONAL,"48.88670459999999,2.3431043",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27whTzvUmpFTovhjwpW91HyMjXrPd9n4pHLK8GDsVap9ap2ww-3pwpB-efo_5GVFDucHPDYEg67L7Mo-4t-cRzBgVNIw9XgpTXA6tzH0Yc8xissCkxSFQM7E62uTIquCUdxDQUVzn5OvUGz4lJ4m7d4v8rtNiX299FNuTnpkGm2Id4aH&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",France,35 Rue du Chevalier de la Barre,"35 Rue du Chevalier de la Barre, 75018 Paris, France",4.7
Abu Simbel Temples,OPERATIONAL,"22.3372319,31.625799",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zlZo_33ub6mdqjKwmpDyZ7WQbXt4fajIYrSkN9f0wx0QCf9zTRGXIJKQf4MTMt8H3qOAZKJl8YrqBYd9et0rLdK_vcqzR6b3ftyJZWiXL772tnO6lkI2x4gyjBZSFggGjf_JHeOyQjLzFVvU6lmzatnCcvs3-Pp0DtQDVGSg4qp7pp&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Egypt,Abu Simbel,"Abu Simbel, Aswan Governorate 1211501, Egypt",4.8
Potala Palace,OPERATIONAL,"29.6554942,91.11857920000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ySN7iS1kc6HrliyPNg8Hecp8J8Pc8LAetDRinYozqPdFlQTaMLFsaYZkuVO6CxBDzFjAOabvTtyvhLtAKJ56D3kIXDv4GL9LYLctM-nR6p4xaSJ6zdMwIkx9qOpWK-aDHqBgHy-37p2yYAi4xhb8dj_MQJott14nLYEtBtGQeXaAGO&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",850000,Tibet,"35 Beijing Middle Rd, Lhasa, Tibet, China, 850000",4.8
Alignements of Carnac,OPERATIONAL,"47.5918383,-3.0835991",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zgHTP2QxBBqWagrYhr9nGHxjrkkHYsVmFa3UtzFKWBPRQukdIA-xt1fLzG67JHNXPGuu01sYWynq53lj8tsJnHQDxcAjQ50eRrvh98eKxvsHHwm4NDrRR0eORVpJBLamqDwh4bfaznRB9c5-05L4DF-IRq3S_CrJ4rjQf7aBe1EL4o&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",France,LIeu-dit le Ménec,"LIeu-dit le Ménec, 56340 Carnac, France",4.4
Little Western Wall,OPERATIONAL,"31.77847,35.2341115",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yYjrEO0mfdnt0H2ipnlGM1U1GaOPFk4bgwM4Tpna_2Bbhz_Z0O0dCqYkDEeA8MnnKj7tVjFHlKV6mw6zaMeQHnUBjmv7hpr1Eun4apXUoEBwwFf5ZeZ2RnkTySHILaaM1yDesLiKMe2XHg_SuYxzmSV-ISVZs7If5Ro-HEXxIVZ02U&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Jerusalem,Q6HM+9JQ,"Q6HM+9JQ, Sha'ar ha-Barzel St, Jerusalem",4.7
Tilicho Lake View Point,OPERATIONAL,"28.6774612,83.8641166",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x-o-EsMclbOkzm-OuvUlyGmGa86g4uc5tVz4HJSRIhUBcaEAJrNjIGvmBD9PzZSViMRfdnWUrwY_xU3-SwYuEYvNxHr-bw-zV3fhgww-NvypoqAt1JGwM_FfZMIQr267BKcCh-lrH4B0zqa5WTXSctU6kfWbkv6iCZANmUnVVc48a5&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Nepal,MVG7+XJQ,"MVG7+XJQ, Khangsar 33500, Nepal",4.8
Sceilg Mhichíl / Skellig Michael,OPERATIONAL,"51.77077449999999,-10.540507",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yJ3UjZ1QRsjMzQPDOiXJgd4jxaAObI19tbT0XlTUvgXMGzVWE1U-HRjepdoPIO_4PBGUHjKzCz2lc7qguXQWfuCNw8_6fQ5Typg9oR81mZMWvCBGn34oEfCYdnlv4U8bXfwzdKPZ5UnJM9w7WbFokvg9-UlfiAkRGhGd5zYmoBlx8i&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Ireland,Great,"Skellig Rock, Skellig Rock Great, Great, Co. Kerry, Ireland",5
Besakih Great Temple,OPERATIONAL,"-8.3739976,115.4525567",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zecv9YTye1IN1SOAGcEg3PyujJXjRyUD8jKLWtCFfI_gHsW3IrTA2VrsY1GHNaDQ5PBBLoGIhX_R-wmKcDVJK0iAeOj5Y-BApC_BmZb5N_xBbrd7W7ObQyZjfdegQXuLwbwKWgX_JuSKe56FQ0m14HX2Lngr3AkIiiBWQeO99CzHGg&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Indonesia,Karangasem Regency,"Besakih, Rendang, Karangasem Regency, Bali 80863, Indonesia",4.5
Sri Harmandir Sahib,OPERATIONAL,"31.61998029999999,74.8764849",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yFQ3jvmutyzVHr4OUx0060SlJBIgR10e5LQYRUESjqSoBenJ2UIWSrgGR_AKe4aEiADA7oAYRru-SRWZgZhnNcgX2DIKPAkDnRefuGvDrMEa8xgYYZaGPl65UYxoS7bVd6S49QYdSWLak4QFsWeOdhfDhDjEvUxq74F7XaCE92ypmx&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",India,Amritsar Cantt.,"Atta Mandi, Katra Ahluwalia, Amritsar, Amritsar Cantt., Punjab 143006, India",4.9
Atomium,OPERATIONAL,"50.8948787,4.3415547",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zYk8_zM5HsVxaFVPtAVgh_ebhaIZTI3fjs6Y_a8wtKYL9phC6LPXAWsGSKbhk0npSzoYJzozV1sb4M7VIqjPFUFvne2u3RXevQf0pgVDpaDDlbEFsxGfdw5UKWW-n9cBRTkwxbpgqc6--PkSwfJ9patRarrVZoM6M6YhMSmScsUsWx&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Belgium,Pl. de l'Atomium 1,"Pl. de l'Atomium 1, 1020 Bruxelles, Belgium",4.4
Minaret of Jam,OPERATIONAL,"34.396413,64.51561029999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wgnhqVs2rKL2blmKZP-MGVUHqMNPq4Ql6HML2PYfh230XDWWY0YqMD42F1wBV304uNYyurNVLIjYhDRMoBEhydFX6zoq86WSOiSBsc12ZSFDx0iIbXB3L_QJb3XUEN2FgFIwcUPprx7QlvLRSzBuAZCkUqibtpplJVmtHJYk-Myv73&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Afghanistan,,"9GW8+H69، Dżam, Afghanistan",4.5
National Trust - The White Cliffs of Dover,OPERATIONAL,"51.1316189,1.3376595",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z_a1I3P8LIin3eRO31mS6fTeHB2UV76ObgsNFe_6tot_AprTpOZPUQABGdTdE_f-7N09V95sRcKXmY9m-52WJIbktMkJPlZdgR0WEmSS3XKn2QLwjYtQMhDN9CjnXz187A1MooPCYvl4kETjdjsSJYDIataVpVLGM8tnxGPylVazRT&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United Kingdom,Guston,"Upper Rd, Guston, Dover CT16 1HJ, United Kingdom",4.8
Ephesus Ancient City,OPERATIONAL,"37.9409263,27.3414579",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zwicICLqzVDzczKr0yB6XfxQU8XNeVfo_4Rrr6crt2whJrTfguS-sYSiTBDE1SkDphe5uw0kj8oN67yiFtfp_0WZ3CdBcrWw4Ajvxc6yVgI2gorwD1DLbIJ8NNQvAHQVFG0p-P_bmBU3ckQy4c3o8cFhxUrt_1R1pdMsrJZUgWRqfD&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, point_of_interest, establishment",Türkiye,Efes Harabeleri,"Atatürk, Efes Harabeleri, 35920 Selçuk/İzmir, Türkiye",4.8
