name,description,coordinates,image_url,category,country,city,address,rating
Pamir Mountains,,"39,72",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wdFrIfAH09jBcMGu_Fns8Pv5aiXIOat4REQfJCrOFncbpTFMfKVRnP06WUck5vmCzK1stLksBPH6Rf_G1vsjCEPU_d3-Sa_tacGoq68EDYVtBmWVc_W-JMYMVz8Z1DEbEjxcrMxvZlr2ELKCeYWclkRvrCtqAhmGFzPUfvmFJv_iAp&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Tajikistan,,"Pamir Mountains, Tajikistan",4.3
Acadia National Park,OPERATIONAL,"44.3385559,-68.2733346",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wpV4hrzzCn5XM5bUyzYnvAPgPYQa784cyuFujkzOzEGjoQtsjDfB01WTJhc8NvYpE8AhqqCEtkUbjZtxw8YY1XcvCMA8Jwk23nGfD9UCvMOlUCCjEBIfUvkvKBb9fBGbVBBg9NV3ox5KpJAXwpheI54F8ShngLrFT8K0iM7wUYva7m&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United States,,"Maine, United States",4.9
Monte Bianco National Park,OPERATIONAL,"45.8321128,6.8717823",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27x2CCLVEpdOjPgxqUMU4BypNkMdu91ON1ZakX9X0lZ-ZYAZ5kBTz9nNsJF7Fban7rm8tR5EktGSEPilc2yg2RVedTwJcuUf3Pn3OqlCEDuxmSr217uqUUNPH0Rk9lgs-Zo3pSCXy2SzkjAKUT49RA4GqSiSCr7mAK6BftpgpMrJTfuC&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Italy,11013 Courmayeur,"11013 Courmayeur, Aosta Valley, Italy",4.9
Tasman Glacier View,OPERATIONAL,"-43.6960103,170.1683729",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zq0KjfIgSbEh-P75vbgvt2s4RtD2GTENL0Il4gMB5fILaCTz15vXq_tTpuM5gJks5LlefrAPdH62uBqZpYo81QPvbByLCoD-wjOqlDqiV7FjE7_22tH-WMM3EQbuTmPwEwy1KSQLVarfKvPyo5ttwyeVvZrixgG7A8WceosFdm2icv&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",New Zealand,,"Canterbury 7999, New Zealand",4.8
Sequoia National Park,OPERATIONAL,"36.4863668,-118.5657516",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xuA3V8LOrZ75w66ZV9kXTyLczY3lkoC2dN6XXtW-pxWhrMwNX4xxCMUO4tVArcAPwPzIiR3rFW40QGu8yOQaLbwgGFV-OAH2ySuCNNjr5ALU9QcuPYlrZbpwkCjgb6KSpN9ZTDYfYCyh5i--H9EC-in_7ynKaZmDNInvjdkEL7PFsC&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United States,,"California, United States",4.8
Royal Gorge Bridge & Park,OPERATIONAL,"38.4602607,-105.3098415",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zOiL1XKrCREXZ2fLtXMGszNQ7Q1QxdhjONhr9hRy3yc8u2T51RuS7KwRHOlwRpdZDNP8E0EaLY2KVxwuogRjRSP3mMa7BeOioIt9wcgsAnUWiKwrbk0O4KSYkyNFH8C2TlSCWNFyS60i3Dl6rHeSQKx58G30hNAtVftXcj_c88VExv&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, amusement_park, point_of_interest, establishment",United States,Cañon City,"4218 Co Rd 3A, Cañon City, CO 81212, United States",4.5
Chamonix Amusement Park,OPERATIONAL,"45.92482829999999,6.879721099999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wrne1cEwVfmm83TRDmCvOI4GTApAsWTywlaXTRFwuzg2_JTVOAcbLCJiImExytMz8YAnpcxCYqeqoPHCAFKj8bU1L-rPpv9T8K9UBr2pq93A-wdS-4cvsgtYwj7H7EOynPILdK7bDJlRnVD4FK5257q2djwrvxqxE0dQx2EVxWjdwt&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"amusement_park, tourist_attraction, point_of_interest, establishment",France,351 Chem. du Pied du Grepon,"351 Chem. du Pied du Grepon, 74400 Chamonix-Mont-Blanc, France",4.3
Gokyo Lake,OPERATIONAL,"27.9510385,86.6897719",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zHXM0OueddyUNy1SlqlWSjrdOWtvXJ7qVbascZe8nUNf-OGb7q6DtjXtD979B1h61dHq2JQQCKwVtZe3-KRRxdw6W2dtblC4FwWag0ucs3dX7H_72lUaeh2hsSkpTJN_xoj4m25tnvJCgqRWzW-gNBpolAgMqu0WKsNHcrvpdGoWbi&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Nepal,Gokyo Lake Marg,"XM2Q+CW6, Gokyo Lake Marg, Khumjung 56000, Nepal",5
Haleakalā National Park,OPERATIONAL,"20.7203826,-156.1551524",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zzHPOdntq7fJiv-cSC3ND9uks9a-rawHEL_tauZtrGHSI5yOrrE0UehH1CaP6lKuidf5ty3uERi3XjpTHMPtcfcHjhb9z2zOUow4in8oOayy2z9RY1G3uZB41kPUKKI09-1u2nJ98NNV7lkYsIHm-OAG0iPDxffOaED7WO4FU0KaM7&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",United States,,"Hawaii, United States",4.9
Parthenon,OPERATIONAL,"37.9715285,23.7267166",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xoDdXef520V6lq8E8nz82d0o3OG899_X6ZHxHLDP58ep0lGF3BsDzr74oiKFr0oHtAIZ2SV3ffzOua6QEM8mmPECMLwcBxoK3xe2pM9Ndif_dkSHFgNyevgXHKnbEagDywmDfLCbKNysV98qKJDCo58Vs-dnWAHMzPg_0ypbyG11RS&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, landmark, point_of_interest, establishment",Greece,,"Athens 105 58, Greece",4.8
Torre de Hércules,OPERATIONAL,"43.3859571,-8.406495300000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xZcAgn1tYTB9kJiJ339O4RYhL3ieDJoBitHCf-OFpfEueAqOKh2Q1apyZO8NgcVVedW1UhHoiQTLEewLYkgdd89Z_l7LDg4jn1zMFFiumO-S_pGcBVljEn2Vg07bKcafy0QO07ONubmZGpxhmdUPIem0O5ofyPWwdqjg3rTJL_W3BD&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Spain,s/n,"Av. Navarra, s/n, 15002 A Coruña, Spain",4.7
La Pedrera - Casa Milà,OPERATIONAL,"41.3952155,2.1619024",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ylCjt8j5rXV1JXdaLIBdezpT79y1N0CNfIVl_IDqvKVcJOLwyKfOpJqGlnLNMMpfP83SqRpKxMNsUaNfId6uiBoXhR7FI7LhPPUpONH2MX7ZnTDN5tQTW81laWCxl9OPdGpJEWdP_MDyhBJc68Lp3vuGrR1FmUg-Hv-wM1kGKBuZLU&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, museum, point_of_interest, establishment",Spain,L'Eixample,"Pg. de Gràcia, 92, L'Eixample, 08008 Barcelona, Spain",4.6
Devil's Pool,OPERATIONAL,"-17.9243125,25.8535837",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wCz6osIJXiQJCT9pXVVYpfkMHS9jeQFvVh3uwS2YdmT2_8m7Y41rXJn6b86ROgE0pUAucmOxCaKUTkieBKlpiM-5ioP-7qoc97ZJAHRrTGwX2EyOR7zByudxBsUPW_pcWxm1UK6rVLIGIWeJNZdCUxMBJZs8YfFbqmUjGVUvHETT-b&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Zimbabwe,275 Adam Stander Dr,"Elephant's Walk Shopping & Artist's Village, 275 Adam Stander Dr, Victoria Falls, Zimbabwe",4.7
Ngong Ping 360 Midpoint Overlook,OPERATIONAL,"22.2698224,113.9068679",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zYQxkZFxMxFm1kYWSV74ahqPBGkOUh58nRob4JbRubZeWRvIXfjsKmPMuNCsycF94OsZFGZjm_vXwBPpFK0hZ22mUaS_thSAaStSL6JS8G_5SrrqEz66Ee8td00YQDn9hWayUzWyKboYI8D5OVHNzALlZ9hrw8J8OZOZJ-GrjXmtub&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Hong Kong,Nei Lak Shan Angle Station,"Nei Lak Shan Angle Station, 昂坪棧道 Lantau Island, Hong Kong",4.7
Dune 45 Sossusvlei,,"-24.7277568,15.4725668",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xdRK-m7CZu23yAfengPe3GqNl91ZSYwZT10X2wgGOgs19Y_y8IPUEKoSEhHJTixoJQoQ0Z9LLgDzEJNz7pC-uebA7FyJXxJxXrqEx_QtMLxzj9EJk2QuRJekRwBQdtb5hu55NoLaDK7Xw_eS4ef1K5HvICtcU-6N3MhsXcKKbs4wpb&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",Namibia,,"Dune 45 Sossusvlei, Namibia",4.8
Clock Tower in a Roundabout,OPERATIONAL,"20.9516322,107.0852406",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yYVYgxWNSLgAKsE2Qs8Roawc6pHFhKrnhasbaWMQBYiy8KFQkcFOi408P1N50gyonBfaNq3jztX5haJf03WY5XzaAyO78dfemesFBBp43rLDD4WOxRr-gYGMbDKGGgaRGsQ2M86YUxtuumv7W5RvNYIh4SjGFebs9oERJdUajGGZjm&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"point_of_interest, establishment",Vietnam,Hạ Long,"X32P+M35, P. Bạch Đằng, Hạ Long, Quảng Ninh, Vietnam",4.5
Waitomo Glowworm Caves,OPERATIONAL,"-38.26070139999999,175.1036062",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yXDbreK9zp_hjg5g4doU6ZPv9-Ez5xDSy1lVGT7dOGyR-PxABDXj00Uy-LYxd_5jA3a_NtsOkTHLjN-xYWafLed_RN51APKUe6cMkseGaREaFCeUGXH51xEp_N7cGokh3cJ7zYxLXNQU1m49FnSizSRDFyGLc7PDged6RH9SuwviUy&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",New Zealand,39 Waitomo Village Road,"39 Waitomo Village Road, Waitomo Caves 3977, New Zealand",4.5
Emei Mountain,,"29.51600699999999,103.334737",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yeS8xCGUCN9-jCVTSKpb7oGZwbpNjANti7g8zuIVw8RuoJnRDZPphvOk1PVR_gZE2U221bGd93IKQ7u4gYjhjuEU8sCSdQ92g1zc2enW49NdONxyu8kCIYBR8nAgDX5h4FFRJtBHseGwakewHKTRBq2ahfkIX9Vw7scrLSv5FvE8XX&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"natural_feature, establishment",614203,Leshan,"Emei Mountain, Emeishan City, Leshan, China, 614203",4.6
The Badlands Amphitheatre,OPERATIONAL,"51.459764,-112.7471909",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ysxNdm87oUobWeCzeLk5e4dX7XIXvHTViScKGg-H85ljMhP4iydrYov9tigrxDDx6ev8PpQmozBOBIAmnrtZMfU59Fxux6CivtzlTaSTUgXLqn_AHnhzpG2OiwlbCBMZuLNvlmFFJO0zQetqao8D91U999C5VzzCyoJhm8qMiqxyR-&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Canada,Drumheller,"605 17 St SW, Drumheller, AB T0J 0Y0, Canada",4.8
Hegra | الحِجر,OPERATIONAL,"26.7702806,37.9453684",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27yAfCrO5m8JZJlZh2_hufMx4tDY_QKdikExLTrd9KSZ42j4grqJ1M4vWTIYpsxsz1mp1rqiDL3VAX0get8zMs64MFGzcRjSczCeXh0eGBi0GJVpU3uAgrJOklEl0SvYFEnr5XiskxNErKM-9MEyeF9H3L22D0xV8MFbOrh7oYE8bFQT&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"museum, point_of_interest, establishment",Saudi Arabia,375,"375, AlUla 43525, Saudi Arabia",4.1
Masada National Park,OPERATIONAL,"31.3143223,35.3555709",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27z5vLz2g59jaodTt1IRIq5OVR58qhR3LyA_JcxkKoWywlo8lwOmJVrTeAVXs3-noLlxVhUmpjNsIPhKvIhB1YKM5wo5X7d_WL4ehC7Y8-I0n5dkXwsgKt4U3PQmkCshZWJ8sdfQRxseWAtXI4MwmJgafkcIbR3OspVNYrEpEb9Uz0NL&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Israel,,Israel,4.7
Phong Nha - Ke Bang National Park,OPERATIONAL,"17.477679,106.1340395",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27wkVsBRkt9t8MQbZECNb9tmON1b2xBmBnbogYphlOEMAPZHAZDWFREh4mA2Mpg7gLvcf3YofC_XGRDj9nc_oYf8nFNdonqAHXRt79qmwK-qDcLZQ4RLlsase7I1tQQqKbTcq2UzMSxfMd6y-HgVwavKkemTRGVVqji7mKCvyrsLvJF-&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"park, point_of_interest, establishment",Vietnam,,"Quảng Bình, Vietnam",4.7
Gora El'brus,OPERATIONAL,"43.3110297,42.4451155",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y7trx5KmjIpuikBLEijnLX2Ep59AJWnVTrjN_bkh-I1ufIMnhIXeqTuQp_JZfZyYSjWOD3dyPzNjtf3bMLOJZn-K8PkjXfvPSIitUk5-sMH6tqmaOOEOzemIWn8Q0FCA32ORba3tFlgaCKMBjo958Tfi1MlrOmhykXO4jFfdV-uBM3&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",361616,Kabardino-Balkarian Republic,"Kabardino-Balkarian Republic, Russia, 361616",4.8
Etosha National Park,OPERATIONAL,"-18.8555909,16.3293197",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xCNncgROm14oZzqrbO89ceLgLavW1vyVfCPE6bbqDog2NCKHNXmgbISzIYbIx7lGI4UftKfP2LQltxH1Qdmn138AfZ_tgHhiTfPoC0xbjI7BuYHMeyA_k5Kalw_QPXqiljOoWTbz0_7yjCADiwnOATUwnePcc35dRUXlosJiovKz5e&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, travel_agency, park, point_of_interest, establishment",Namibia,,Namibia,4.5
Lake Nakuru National Park,OPERATIONAL,"-0.4035304,36.0961663",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27ztjfyE7ktrxBQEaVodkp2Fq29FQcJ_6DzX43LToct3hbOXngkR_XdkG96K4FjA3d8dr25TnVIEqUDtlaybYSLJduxB74EbOLCE3aOay88eubamzz_uR1d0nOFvSADuL1c0sNj-lbrRUoXOZV2pWEwWnASTqN5eIow4kLPzCPR9VXHW&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Kenya,,"Nakuru, Kenya",4.4
Akshardham,OPERATIONAL,"28.6126735,77.2772619",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27y2xkc80F5M4OWVKo1LfUfTn84SvxNOr52-M2rOuNA_uH3TSjz2nyVSAwkK5tdPDj5EpaSv-g28Jq1K9HLzc6mrv2-tFTfBkptAIfr8sGyPxGCPTbcacJDIrGScHmmErhAdz9PfTfjcSWOh62opY4nnt6pUVeGM6tYKt4ihB_q0R9kE&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",India,Delhi,"NH 24, Pramukh Swami Maharaj Marg, Pandav Nagar, New Delhi, Delhi, 110092, India",4.6
"The Big Buddha, Phuket",CLOSED_TEMPORARILY,"7.8275763,98.3128423",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xCRIBZOUuDe0s6PNUHyv9sxZCRnzN6Iix1aN1VF9PRpi4x7X3uErymPW_nmQcVLXOoAXRuMPIcy6kz65SHq6ZzOJfgt9OR8mozzL6Z90vz2_oEH3VpzZrYf_s_E5q4h8JRHy9aouR2wQV0ue3hQ1OpENyg2TytDTQB6yxtLjf2oDWZ&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, place_of_worship, point_of_interest, establishment",Thailand,Mueang Phuket District,"Karon, Mueang Phuket District, Phuket 83100, Thailand",4.6
Great Blue Hole,OPERATIONAL,"17.3159545,-87.53468509999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xEBUycgRmomlPgs5vaJwOiQmarUVnZlySCbLLQLxy4JGepE26V11gaGuZXwZzu0cNSGigONIw2-9t1F4sgH3m5hCP2HQMaFuFB3S1k1feBx0jEKwyqbRn8Nj3Qo8CUQVhT5KzdwIPiZwH808AQUTX9FLmBtzv9w_JD4zb7R_fjJd1P&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Belize,,Belize,4.6
Cupola of the Chain,OPERATIONAL,"31.778074,35.2357001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27w0Cm6x9KXeniuCHU86jlfXZBw0qiX2iWPHdWj02dx746Ag3OUTBj_-7eOsXcLgQuObUKt-HycAZ8uF6q_1owbE810EV2JCtOdZL9bW5PbFiHhO2UiLdftkqMvEWIDwQSH-M5i-LlXr0BYMt0oVWDgWg-YfDrxA-sLTGA3VDdf72Uq6&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Jerusalem,,Jerusalem,4.6
Views of Santorini and Caldera,OPERATIONAL,"36.4606313,25.3733359",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27zk-mUNdVMWd6GXw5w1zP8F6YBSHOoD6GS1g24II4bizmvFn5uB0dWSeyDGO5P5iFeplhxsCVSNk60R1pIudCDMWk5AUSfOuZEHxqmqQPKXfcqCLuAfLYbvZsikbs99TqQzMrpXXVxrnKOF7QOY5GcjoyHBnjPq0ClHHaClyy7xv9sj&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, point_of_interest, establishment",Greece,Unnamed Road,"Unnamed Road, Oía 847 02, Greece",4.8
Plitvice Lakes National Park,OPERATIONAL,"44.8653966,15.5820119",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AWYs27xni4L9fBGS23eeQb25U0-k4sOt8qfcg_AOjzykH-PsdSAIYP4jC_ZjXdrzsZh73Yq46bFPvlZM2ulMBSRwa6y3hSWbvugZwVIkANY2R59HZQwBxGaRupIGC-cljHxQ51cYkSj2N7YhMR8Up7odYDlxwLY9ti1GyIuyGCjUf3ezeM7d&key=AIzaSyBPAYnZHmlJnpMf-LfO8WEvsC2b7p_l_Z8,"tourist_attraction, park, point_of_interest, establishment",Croatia,,Croatia,4.8
